Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
AJ Masson,Toronto Rock,,2,0,0,0,0,0,0,0,8,0,1,0,0,2/5,40%
Bill Greer,Toronto Rock,D,13,1,5,6,6,0,0,0,51,5,17,0,0,0/0,-
Cam Woods,Toronto Rock,D,4,0,1,1,4,0,0,0,19,1,4,0,0,0/0,-
Chris White,Toronto Rock,F,5,0,1,1,16,0,0,0,7,1,0,0,0,0/0,-
Colin Doyle,Toronto Rock,F,18,31,41,72,21,0,0,0,48,41,1,0,0,0/0,-
Craig England,Toronto Rock,,4,0,1,1,21,0,0,0,13,4,1,0,0,1/3,33%
Damon Edwards,Toronto Rock,D,18,7,15,22,38,0,0,0,66,8,17,0,0,0/0,-
Dustin Dunn,Toronto Rock,D,2,0,0,0,0,0,0,0,5,1,1,0,0,0/0,-
Eric Law,Toronto Rock,F,2,0,3,3,0,0,0,0,4,3,0,0,0,0/0,-
Ethan O'Connor,Toronto Rock,T,17,5,4,9,26,0,0,0,133,12,15,0,0,48/113,42%
Garrett Billings,Toronto Rock,,15,32,69,101,2,0,0,0,86,43,3,0,0,0/0,-
Jesse Gamble,Toronto Rock,T,18,5,11,16,30,0,0,0,126,8,17,0,0,0/0,-
Jimmy Purves,Toronto Rock,D,2,0,1,1,0,0,0,0,11,0,2,0,0,0/0,-
Josh Sanderson,Toronto Rock,F,17,22,48,70,6,0,0,0,77,28,3,0,0,0/0,-
Kasey Beirnes,Toronto Rock,F,18,27,25,52,2,0,0,0,55,19,3,0,0,0/0,-
Michael Lum-Walker,Toronto Rock,F,4,0,0,0,13,0,0,0,5,2,1,0,0,0/0,-
Nick Diachenko,Toronto Rock,D,3,2,2,4,2,0,0,0,13,6,2,0,0,0/0,-
Nick Rose,Toronto Rock,G,18,0,6,6,0,0,0,0,5,10,3,0,0,0/0,-
Patrick Merrill,Toronto Rock,F,10,1,1,2,33,0,0,0,31,5,3,0,0,62/157,39%
Rob Hellyer,Toronto Rock,F,18,29,50,79,2,0,0,0,93,22,4,0,0,0/0,-
Rob Marshall,Toronto Rock,D,17,1,5,6,30,0,0,0,56,6,9,0,0,0/0,-
Sandy Chapman,Toronto Rock,F,18,4,6,10,16,0,0,0,67,9,9,0,0,2/7,29%
Scott Johnston,Toronto Rock,D,17,4,1,5,50,0,0,0,86,16,6,0,0,31/92,34%
Stephan Leblanc,Toronto Rock,F,18,45,43,88,27,0,0,0,93,56,8,0,0,0/0,-
Steve Fryer,Toronto Rock,G,2,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Zak Boychuk,Toronto Rock,G,10,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
