Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Wilson,Buffalo Bandits,F,8,8,5,13,9,0,0,0,30,15,2,0,0,0/0,-
Andrew Watt,Buffalo Bandits,T,9,3,2,5,23,0,0,0,26,3,9,0,0,0/0,-
Anthony Cosmo,Buffalo Bandits,G,18,0,10,10,2,0,0,0,16,5,2,0,0,0/0,-
Billy Dee Smith,Buffalo Bandits,D,13,0,2,2,29,0,0,0,24,1,9,0,0,0/0,-
Chad Culp,Buffalo Bandits,F,17,7,4,11,28,0,0,0,59,16,12,0,0,0/0,-
David Brock,Buffalo Bandits,F,12,1,1,2,16,0,0,0,53,3,10,0,0,0/3,-
Derek Suddons,Buffalo Bandits,F,17,0,5,5,4,0,0,0,51,8,11,0,0,0/0,-
Dhane Smith,Buffalo Bandits,F,18,20,39,59,9,0,0,0,79,29,17,0,0,2/8,25%
Glen Bryan,Buffalo Bandits,D,14,1,6,7,4,0,0,0,72,7,4,0,0,0/0,-
Jamie Rooney,Buffalo Bandits,F,11,8,13,21,4,0,0,0,32,26,0,0,0,0/0,-
Jay Thorimbert,Buffalo Bandits,D,18,5,6,11,6,0,0,0,191,12,11,0,0,253/454,56%
Joe Resetarits,Buffalo Bandits,F,17,25,17,42,2,0,0,0,65,27,5,0,0,0/0,-
Joel Tayler,Buffalo Bandits,,2,2,0,2,2,0,0,0,4,3,0,0,0,0/0,-
John Tavares,Buffalo Bandits,F,16,24,27,51,31,0,0,0,78,39,2,0,0,0/0,-
Kevin Brownell,Buffalo Bandits,,12,3,4,7,12,0,0,0,44,7,10,0,0,0/0,-
Kurtis Wagar,Buffalo Bandits,G,18,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Mark Steenhuis,Buffalo Bandits,F,18,31,32,63,21,0,0,0,108,57,1,0,0,0/0,-
Mitch Jones,Buffalo Bandits,,4,2,3,5,4,0,0,0,22,8,0,0,0,0/0,-
Mitch Wilde,Buffalo Bandits,T,10,4,7,11,4,0,0,0,32,1,6,0,0,0/0,-
Rory Smith,Buffalo Bandits,D,18,0,6,6,36,0,0,0,56,4,13,0,0,0/0,-
Ryan Benesch,Buffalo Bandits,F,18,25,53,78,10,0,0,0,88,66,9,0,0,0/0,-
Shawn Williams,Buffalo Bandits,F,18,13,36,49,8,0,0,0,44,26,3,0,0,0/0,-
Steve Priolo,Buffalo Bandits,D,18,8,18,26,65,0,0,0,99,20,31,0,0,0/0,-
