Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Jones,Colorado Mammoth,F,13,39,26,65,6,0,0,0,65,31,18,0,0,0/0,-
Athan Iannucci,Colorado Mammoth,F,10,14,19,33,6,0,0,0,21,30,2,0,0,0/0,-
Bob Snider,Colorado Mammoth,D,18,3,6,9,10,0,0,0,161,27,14,0,0,279/494,56%
Cam Holding,Colorado Mammoth,T,18,7,16,23,4,0,0,0,108,16,19,0,0,0/0,-
Cameron Mann,Colorado Mammoth,,4,0,0,0,0,0,0,0,13,2,0,0,0,0/0,-
Casey Powell,Colorado Mammoth,F,5,8,17,25,6,0,0,0,14,13,0,0,0,0/0,-
Chet Koneczny,Colorado Mammoth,D,11,0,5,5,12,0,0,0,47,2,10,0,0,0/0,-
Colton Clark,Colorado Mammoth,F,14,2,6,8,8,0,0,0,59,11,12,0,0,0/0,-
Creighton Reid,Colorado Mammoth,D,15,1,8,9,8,0,0,0,37,4,11,0,0,0/0,-
Dan Ball,Colorado Mammoth,D,17,4,4,8,44,0,0,0,29,3,8,0,0,0/0,-
Dan Coates,Colorado Mammoth,D,18,2,14,16,14,0,0,0,71,8,20,0,0,2/4,50%
Dean Hill,Colorado Mammoth,,2,1,2,3,7,0,0,0,2,0,0,0,0,0/0,-
Dillon Ward,Colorado Mammoth,G,18,0,10,10,2,0,0,0,18,10,5,0,0,0/0,-
Drew Westervelt,Colorado Mammoth,,16,30,33,63,12,0,0,0,34,36,1,0,0,0/0,-
Jackson Decker,Colorado Mammoth,T,6,1,2,3,2,0,0,0,8,10,2,0,0,0/0,-
Jamie Shewchuk,Colorado Mammoth,F,3,1,2,3,23,0,0,0,8,8,2,0,0,0/0,-
Joel Dalgarno,Colorado Mammoth,F,16,11,31,42,8,0,0,0,35,17,4,0,0,0/0,-
Joey Cupido,Colorado Mammoth,F,17,6,7,13,2,0,0,0,74,16,16,0,0,0/0,-
John Gallant,Colorado Mammoth,D,14,0,5,5,14,0,0,0,41,6,16,0,0,0/0,-
John Grant Jr.,Colorado Mammoth,F,17,40,51,91,20,0,0,0,64,60,4,0,0,0/0,-
John Orsen,Colorado Mammoth,,6,0,1,1,4,0,0,0,12,0,5,0,0,0/0,-
Jordan McBride,Colorado Mammoth,F,3,1,6,7,0,0,0,0,10,6,0,0,0,0/0,-
Mat MacLeod,Colorado Mammoth,T,13,6,6,12,10,0,0,0,34,19,12,0,0,0/3,-
Mike McNamara,Colorado Mammoth,D,9,0,1,1,11,0,0,0,19,0,17,0,0,0/0,-
Nick Carlson,Colorado Mammoth,D,4,0,1,1,2,0,0,0,11,1,1,0,0,0/0,-
Sean Pollock,Colorado Mammoth,F,17,23,28,51,15,0,0,0,46,36,2,0,0,0/0,-
Tye Belanger,Colorado Mammoth,G,18,0,0,0,0,0,0,0,7,0,0,0,0,0/0,-
