Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Angus Goodleaf,Rochester Knighthawks,G,16,0,1,1,0,0,0,0,2,0,0,0,0,0/0,-
Brad Self,Rochester Knighthawks,D,18,7,18,25,4,0,0,0,131,15,18,0,0,0/0,-
Cody Jamieson,Rochester Knighthawks,F,18,36,72,108,26,0,0,0,70,58,3,0,0,0/0,-
Cory Vitarelli,Rochester Knighthawks,F,14,23,17,40,10,0,0,0,68,25,3,0,0,0/0,-
Craig Point,Rochester Knighthawks,F,7,18,13,31,19,0,0,0,18,18,0,0,0,0/1,-
Dan Dawson,Rochester Knighthawks,D,18,19,72,91,8,0,0,0,60,40,1,0,0,0/0,-
Derek Hopcroft,Rochester Knighthawks,F,1,1,1,2,2,0,0,0,1,1,0,0,0,0/0,-
Dylan Evans,Rochester Knighthawks,D,18,0,9,9,10,0,0,0,129,30,12,0,0,205/417,49%
Ian Llord,Rochester Knighthawks,D,16,0,1,1,19,0,0,0,33,4,13,0,0,0/0,-
Joe Walters,Rochester Knighthawks,D,16,15,26,41,15,0,0,0,29,19,1,0,0,0/0,-
Joel McCready,Rochester Knighthawks,F,10,14,15,29,35,0,0,0,36,13,0,0,0,0/0,-
Johnny Powless,Rochester Knighthawks,F,18,30,23,53,17,0,0,0,50,16,4,0,0,0/0,-
Jon Sullivan,Rochester Knighthawks,F,12,0,2,2,16,0,0,0,34,4,13,0,0,0/0,-
Mac Allen,Rochester Knighthawks,D,13,1,2,3,39,0,0,0,28,2,10,0,0,6/17,35%
Matt Vinc,Rochester Knighthawks,G,18,0,1,1,0,0,0,0,14,5,0,0,0,0/0,-
Mike Accursi,Rochester Knighthawks,F,4,5,1,6,0,0,0,0,11,11,0,0,0,0/0,-
Mike Kirk,Rochester Knighthawks,D,18,2,4,6,18,0,0,0,75,5,10,0,0,0/0,-
Mike Thompson,Rochester Knighthawks,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Paul Dawson,Rochester Knighthawks,D,18,2,3,5,29,0,0,0,61,13,16,0,0,0/0,-
Scott Campbell,Rochester Knighthawks,D,17,2,5,7,8,0,0,0,54,10,24,0,0,0/0,-
Scott Self,Rochester Knighthawks,D,18,1,8,9,13,0,0,0,106,7,21,0,0,2/11,18%
Sid Smith,Rochester Knighthawks,D,17,1,3,4,10,0,0,0,87,8,14,0,0,0/0,-
Stephen Keogh,Rochester Knighthawks,F,16,33,38,71,28,0,0,0,63,21,6,0,0,0/0,-
Tyler Burton,Rochester Knighthawks,D,1,0,0,0,0,0,0,0,5,0,2,0,0,0/0,-
