Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Gajic,Vancouver Stealth,F,5,3,13,16,4,0,0,0,15,12,1,0,0,0/0,-
Billy Hostrawser,Vancouver Stealth,D,19,1,5,6,62,0,0,0,56,7,11,0,0,0/0,-
Brad Kri,Vancouver Stealth,D,3,0,1,1,0,0,0,0,13,1,2,0,0,0/1,-
Brad Richardson,Vancouver Stealth,D,4,0,0,0,2,0,0,0,9,2,3,0,0,15/41,37%
Brett Bucktooth,Vancouver Stealth,F,11,18,25,43,8,0,0,0,35,17,2,0,0,0/0,-
Brett Hickey,Vancouver Stealth,F,3,4,2,6,4,0,0,0,4,5,1,0,0,0/0,-
Chris O'Dougherty,Vancouver Stealth,,8,0,5,5,8,0,0,0,33,1,8,0,0,0/0,-
Chris Wardle,Vancouver Stealth,,4,1,3,4,0,0,0,0,13,7,0,0,0,0/0,-
Cliff Smith,Vancouver Stealth,F,18,19,26,45,16,0,0,0,32,29,2,0,0,0/0,-
Cody Bremner,Vancouver Stealth,F,12,9,14,23,2,0,0,0,41,25,4,0,0,0/0,-
Curtis Hodgson,Vancouver Stealth,D,18,1,8,9,0,0,0,0,57,9,18,0,0,0/0,-
Ilija Gajic,Vancouver Stealth,T,17,6,10,16,39,0,0,0,86,23,26,0,0,2/13,15%
Jamie Lincoln,Vancouver Stealth,F,9,9,5,14,2,0,0,0,15,13,2,0,0,0/0,-
Jeff Moleski,Vancouver Stealth,D,17,2,6,8,16,0,0,0,93,19,23,0,0,0/0,-
Josh Hawkins,Vancouver Stealth,,1,0,0,0,5,0,0,0,3,0,1,0,0,0/0,-
Justin Pychel,Vancouver Stealth,D,9,0,1,1,9,0,0,0,9,0,8,0,0,0/0,-
Justin Salt,Vancouver Stealth,D,16,3,7,10,12,0,0,0,63,6,9,0,0,0/0,-
Kyle Sorensen,Vancouver Stealth,D,7,2,2,4,24,0,0,0,17,3,10,0,0,0/0,-
Lewis Ratcliff,Vancouver Stealth,F,17,23,32,55,2,0,0,0,42,36,3,0,0,0/0,-
Matt Beers,Vancouver Stealth,D,18,2,8,10,70,0,0,0,73,7,23,0,0,0/0,-
Matt Roik,Vancouver Stealth,G,18,0,1,1,4,0,0,0,5,4,0,0,0,0/0,-
Mike Grimes,Vancouver Stealth,D,18,5,17,22,10,0,0,0,96,15,25,0,0,0/0,-
Neil Tyacke,Vancouver Stealth,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Nick Weiss,Vancouver Stealth,T,15,7,6,13,18,0,0,0,86,12,15,0,0,12/26,46%
Rhys Duch,Vancouver Stealth,F,17,36,44,80,28,0,0,0,83,64,5,0,0,0/0,-
Sean Lundstrom,Vancouver Stealth,D,1,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Tyler Digby,Vancouver Stealth,F,18,22,36,58,12,0,0,0,49,48,6,0,0,0/0,-
Tyler Garrison,Vancouver Stealth,D,18,9,11,20,16,0,0,0,106,18,36,0,0,176/392,45%
Tyler Richards,Vancouver Stealth,G,16,0,9,9,6,0,0,0,13,10,1,0,0,0/0,-
