Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Bold,Edmonton Rush,G,18,0,10,10,2,0,0,0,20,6,2,0,0,0/0,-
Adrian Sorichetti,Edmonton Rush,D,4,3,2,5,2,0,0,0,4,4,1,0,0,0/0,-
Alex Turner,Edmonton Rush,F,3,2,1,3,0,0,0,0,7,8,0,0,0,0/0,-
Brett Mydske,Edmonton Rush,D,18,4,5,9,22,0,0,0,58,16,26,0,0,0/0,-
Brodie MacDonald,Edmonton Rush,G,18,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Chris Corbeil,Edmonton Rush,F,18,17,10,27,18,0,0,0,137,14,26,0,0,0/0,-
Cory Conway,Edmonton Rush,F,18,18,51,69,5,0,0,0,40,32,2,0,0,0/0,-
Curtis Knight,Edmonton Rush,F,18,35,37,72,4,0,0,0,74,33,4,0,0,0/0,-
Jarrett Davis,Edmonton Rush,F,18,16,37,53,19,0,0,0,54,21,8,0,0,0/0,-
Jarrett Toll,Edmonton Rush,,1,1,0,1,0,0,0,0,2,0,2,0,0,0/0,-
Jeff Cornwall,Edmonton Rush,F,18,7,6,13,10,0,0,0,86,8,29,0,0,0/0,-
Jeremy Thompson,Edmonton Rush,T,18,9,8,17,23,0,0,0,165,34,23,0,0,235/435,54%
John LaFontaine,Edmonton Rush,D,18,2,5,7,6,0,0,0,35,6,12,0,0,0/0,-
John Lintz,Edmonton Rush,D,16,0,3,3,25,0,0,0,54,4,21,0,0,1/10,10%
Kyle Rubisch,Edmonton Rush,D,18,2,7,9,25,0,0,0,156,12,61,0,0,1/3,33%
Mark Matthews,Edmonton Rush,F,18,31,47,78,18,0,0,0,54,66,5,0,0,0/0,-
Mitch Banister,Edmonton Rush,,1,0,1,1,0,0,0,0,1,0,1,0,0,0/0,-
Nik Bilic,Edmonton Rush,D,17,3,13,16,46,0,0,0,67,12,18,0,0,0/0,-
Riley Loewen,Edmonton Rush,F,15,17,19,36,2,0,0,0,25,17,3,0,0,0/0,-
Robert Church,Edmonton Rush,F,17,21,31,52,2,0,0,0,51,33,5,0,0,0/0,-
Ryan Dilks,Edmonton Rush,F,17,2,10,12,6,0,0,0,53,6,24,0,0,0/0,-
Zack Greer,Edmonton Rush,F,17,30,22,52,6,0,0,0,57,32,2,0,0,0/0,-
