Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
A.J. Burnett,30.0,TOR,AL,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
A.J. Pierzynski*,30.0,CHW,AL,1.3,136.0,509.0,472.0,54.0,124.0,24.0,0.0,14.0,50.0,1.0,1.0,25.0,66.0,0.263,0.309,0.403,0.712,83.0,0.316,77.0,190.0,21.0,8.0,1.0,3.0,5.0,*2H,
Aaron Boone,34.0,FLA,NL,0.4,69.0,228.0,189.0,27.0,54.0,11.0,0.0,5.0,28.0,2.0,0.0,21.0,41.0,0.286,0.388,0.423,0.811,113.0,0.371,120.0,80.0,0.0,13.0,1.0,4.0,4.0,3H5,
Aaron Cook,28.0,COL,NL,0.7,23.0,60.0,42.0,8.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,14.0,0.238,0.319,0.31,0.629,60.0,0.328,76.0,13.0,1.0,1.0,13.0,0.0,0.0,1,
Aaron Fultz*,33.0,CLE,AL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Aaron Harang,29.0,CIN,NL,-0.5,33.0,88.0,74.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,28.0,0.095,0.117,0.108,0.225,-42.0,0.106,-99.0,8.0,1.0,1.0,11.0,1.0,0.0,1/H,CYA-4
Aaron Heilman,28.0,NYM,NL,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Aaron Hill,25.0,TOR,AL,5.2,160.0,657.0,608.0,87.0,177.0,47.0,2.0,17.0,78.0,4.0,3.0,41.0,102.0,0.291,0.333,0.459,0.792,107.0,0.35,105.0,279.0,21.0,0.0,3.0,5.0,1.0,*4/H,
Aaron Miles#,30.0,STL,NL,-0.1,133.0,449.0,414.0,55.0,120.0,16.0,1.0,2.0,32.0,2.0,1.0,25.0,40.0,0.29,0.328,0.348,0.676,76.0,0.314,79.0,144.0,11.0,1.0,4.0,5.0,1.0,46H/517,
Aaron Rakers,30.0,SDP,NL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Aaron Rowand,29.0,PHI,NL,5.1,161.0,684.0,612.0,105.0,189.0,45.0,0.0,27.0,89.0,6.0,3.0,47.0,119.0,0.309,0.374,0.515,0.889,124.0,0.393,130.0,315.0,18.0,19.0,2.0,4.0,3.0,*8/H,"AS,MVP-22,GG"
Aaron Sele,37.0,NYM,NL,0.0,31.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0,0.2,-41.0,0.142,-70.0,0.0,0.0,0.0,1.0,0.0,0.0,1,
Abraham Núñez#,31.0,PHI,NL,-0.8,136.0,287.0,252.0,24.0,59.0,10.0,1.0,0.0,16.0,2.0,0.0,30.0,48.0,0.234,0.318,0.282,0.6,55.0,0.283,49.0,71.0,10.0,1.0,4.0,0.0,5.0,*5H/64,
Adam Dunn*,27.0,CIN,NL,1.4,152.0,632.0,522.0,101.0,138.0,27.0,2.0,40.0,106.0,9.0,2.0,101.0,165.0,0.264,0.386,0.554,0.94,136.0,0.403,137.0,289.0,12.0,5.0,0.0,4.0,8.0,*7/HD,
Adam Eaton,29.0,PHI,NL,0.3,34.0,71.0,62.0,4.0,13.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,22.0,0.21,0.246,0.274,0.52,33.0,0.247,20.0,17.0,0.0,0.0,6.0,0.0,0.0,1/H,
Adam Everett,30.0,HOU,NL,1.1,66.0,236.0,220.0,18.0,51.0,11.0,1.0,2.0,15.0,4.0,2.0,14.0,31.0,0.232,0.281,0.318,0.599,55.0,0.273,49.0,70.0,3.0,1.0,1.0,0.0,0.0,6/H,
Adam Jones,21.0,SEA,AL,0.9,41.0,71.0,65.0,16.0,16.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,21.0,0.246,0.3,0.4,0.7,86.0,0.348,108.0,26.0,0.0,1.0,1.0,0.0,0.0,7H/89,
Adam Kennedy*,31.0,STL,NL,-1.4,87.0,306.0,279.0,27.0,61.0,9.0,1.0,3.0,18.0,6.0,2.0,22.0,33.0,0.219,0.282,0.29,0.572,50.0,0.269,45.0,81.0,9.0,3.0,1.0,1.0,6.0,4/H69,
Adam LaRoche*,27.0,PIT,NL,1.5,152.0,632.0,563.0,71.0,153.0,42.0,0.0,21.0,88.0,1.0,1.0,62.0,131.0,0.272,0.345,0.458,0.803,109.0,0.351,108.0,258.0,18.0,3.0,0.0,4.0,5.0,*3/H,
Adam Lind*,23.0,TOR,AL,0.2,89.0,311.0,290.0,34.0,69.0,14.0,0.0,11.0,46.0,1.0,2.0,16.0,65.0,0.238,0.278,0.4,0.678,77.0,0.306,76.0,116.0,7.0,1.0,2.0,2.0,0.0,7H,
Adam Melhuse#,35.0,2TM,AL,-0.2,35.0,103.0,94.0,8.0,20.0,4.0,0.0,1.0,9.0,0.0,0.0,7.0,26.0,0.213,0.275,0.287,0.562,50.0,0.259,42.0,27.0,3.0,1.0,1.0,0.0,0.0,2/5HD,
Adam Melhuse#,35.0,OAK,AL,0.1,12.0,30.0,26.0,2.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,8.0,0.231,0.333,0.269,0.603,66.0,0.291,70.0,7.0,0.0,0.0,0.0,0.0,0.0,2/H5,
Adam Melhuse#,35.0,TEX,AL,-0.2,23.0,73.0,68.0,6.0,14.0,3.0,0.0,1.0,7.0,0.0,0.0,3.0,18.0,0.206,0.25,0.294,0.544,43.0,0.246,30.0,20.0,3.0,1.0,1.0,0.0,0.0,2/5HD,
Adam Stern*,27.0,BAL,AL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/8,
Adam Wainwright,25.0,STL,NL,0.7,36.0,74.0,62.0,4.0,18.0,3.0,0.0,1.0,6.0,0.0,1.0,3.0,18.0,0.29,0.323,0.387,0.71,84.0,0.307,77.0,24.0,1.0,0.0,9.0,0.0,0.0,1/H,
Adrian Beltré,28.0,SEA,AL,3.8,149.0,639.0,595.0,87.0,164.0,41.0,2.0,26.0,99.0,14.0,2.0,38.0,104.0,0.276,0.319,0.482,0.802,112.0,0.356,111.0,287.0,18.0,2.0,0.0,4.0,2.0,*5/DH,GG
Adrián González*,25.0,SDP,NL,2.5,161.0,720.0,646.0,101.0,182.0,46.0,3.0,30.0,100.0,0.0,0.0,65.0,140.0,0.282,0.347,0.502,0.849,126.0,0.366,126.0,324.0,6.0,3.0,0.0,6.0,9.0,*3,MVP-20
Akinori Iwamura*,28.0,TBD,AL,2.2,123.0,559.0,491.0,82.0,140.0,21.0,10.0,7.0,34.0,12.0,8.0,58.0,114.0,0.285,0.359,0.411,0.77,105.0,0.343,104.0,202.0,2.0,1.0,4.0,5.0,0.0,*5/4DH,
Akinori Otsuka,35.0,TEX,AL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Alan Embree*,37.0,OAK,AL,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Albert Pujols,27.0,STL,NL,8.7,158.0,679.0,565.0,99.0,185.0,38.0,1.0,32.0,103.0,2.0,6.0,99.0,58.0,0.327,0.429,0.568,0.997,157.0,0.428,165.0,321.0,27.0,7.0,0.0,8.0,22.0,*3/H,"AS,MVP-9"
Alberto Callaspo#,24.0,ARI,NL,-1.2,56.0,156.0,144.0,10.0,31.0,8.0,0.0,0.0,7.0,1.0,1.0,9.0,14.0,0.215,0.265,0.271,0.535,36.0,0.255,30.0,39.0,8.0,1.0,1.0,1.0,0.0,H54/697,
Alberto Castillo,37.0,BAL,AL,-0.1,11.0,36.0,31.0,5.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,10.0,0.161,0.229,0.323,0.551,43.0,0.269,45.0,10.0,1.0,0.0,1.0,1.0,0.0,2,
Alberto González,24.0,NYY,AL,-0.5,12.0,15.0,14.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.071,0.133,0.071,0.205,-44.0,0.136,-22.0,1.0,1.0,0.0,0.0,0.0,0.0,6/H5,
