Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
A.J. Burnett,25.0,FLA,NL,0.0,29.0,69.0,57.0,1.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,5.0,28.0,0.105,0.177,0.193,0.37,-1.0,0.189,-21.0,11.0,1.0,0.0,7.0,0.0,0.0,1,
A.J. Hinch,28.0,KCR,AL,0.5,72.0,220.0,197.0,25.0,49.0,7.0,1.0,7.0,27.0,3.0,3.0,18.0,35.0,0.249,0.321,0.401,0.722,84.0,0.336,93.0,79.0,2.0,3.0,2.0,0.0,0.0,2/H,
A.J. Pierzynski*,25.0,MIN,AL,2.4,130.0,469.0,440.0,54.0,132.0,31.0,6.0,6.0,49.0,1.0,2.0,13.0,61.0,0.3,0.334,0.439,0.773,104.0,0.343,105.0,193.0,14.0,11.0,2.0,3.0,1.0,*2H,AS
Aaron Boone,29.0,CIN,NL,3.2,162.0,685.0,606.0,83.0,146.0,38.0,2.0,26.0,87.0,32.0,8.0,56.0,111.0,0.241,0.314,0.439,0.753,93.0,0.349,96.0,266.0,9.0,10.0,9.0,4.0,4.0,*56/H,
Aaron Cook,23.0,COL,NL,-0.1,9.0,12.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.091,0.091,0.091,0.182,-54.0,0.082,-120.0,1.0,0.0,0.0,1.0,0.0,0.0,/1,
Aaron Fultz*,28.0,SFG,NL,0.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-155.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Aaron Guiel*,29.0,KCR,AL,-1.3,70.0,269.0,240.0,30.0,56.0,13.0,0.0,4.0,38.0,1.0,5.0,19.0,61.0,0.233,0.296,0.338,0.633,62.0,0.279,56.0,81.0,3.0,4.0,2.0,4.0,1.0,9H/D8,
Aaron Harang,24.0,OAK,AL,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-100.0,0.0,-132.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Aaron Rowand,24.0,CHW,AL,1.2,126.0,331.0,302.0,41.0,78.0,16.0,2.0,7.0,29.0,0.0,1.0,12.0,54.0,0.258,0.298,0.394,0.692,82.0,0.313,83.0,119.0,8.0,6.0,9.0,2.0,1.0,*87H/9,
Aaron Sele,32.0,ANA,AL,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,168.0,0.447,179.0,1.0,0.0,0.0,0.0,0.0,0.0,1,
Aaron Small,30.0,ATL,NL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Abraham Núñez#,26.0,PIT,NL,1.1,112.0,286.0,253.0,28.0,59.0,14.0,1.0,2.0,15.0,3.0,4.0,27.0,44.0,0.233,0.311,0.32,0.631,66.0,0.305,74.0,81.0,2.0,2.0,3.0,1.0,1.0,H46/D,
Abraham Núñez#,25.0,FLA,NL,-0.2,19.0,17.0,17.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.118,0.118,0.118,0.235,-37.0,0.076,-68.0,2.0,1.0,0.0,0.0,0.0,0.0,8/H79,
Adam Bernero,25.0,DET,AL,-0.1,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-100.0,0.0,-184.0,0.0,0.0,0.0,1.0,0.0,0.0,1,
Adam Dunn*,22.0,CIN,NL,2.4,158.0,676.0,535.0,84.0,133.0,28.0,2.0,26.0,71.0,19.0,9.0,128.0,170.0,0.249,0.4,0.454,0.854,121.0,0.38,123.0,243.0,8.0,9.0,1.0,3.0,13.0,*739/HD,AS
Adam Eaton,24.0,SDP,NL,0.0,6.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.111,0.2,0.111,0.311,-11.0,0.161,-21.0,1.0,1.0,0.0,0.0,0.0,0.0,/1,
Adam Everett,25.0,HOU,NL,-0.5,40.0,103.0,88.0,11.0,17.0,3.0,0.0,0.0,4.0,3.0,0.0,12.0,19.0,0.193,0.297,0.227,0.524,38.0,0.265,31.0,20.0,1.0,1.0,2.0,0.0,1.0,6/H,
Adam Hyzdu,30.0,PIT,NL,0.3,59.0,179.0,155.0,24.0,36.0,6.0,0.0,11.0,34.0,0.0,0.0,21.0,44.0,0.232,0.324,0.484,0.808,108.0,0.361,111.0,75.0,1.0,1.0,0.0,2.0,0.0,897H/3,
