Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Bold,Vancouver Warriors,G,11,0,4,4,0,0,0,0,0,7,1,1,0,0/0,-
Aaron Forster,Oshawa Fire Wolves,T,9,1,3,4,16,0,0,0,44,7,10,6,10,5/52,10%
Adam Bland,Calgary Roughnecks,G,18,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Adam Bomberry,Buffalo Bandits,D,9,1,2,3,9,0,0,0,39,5,7,1,5,0/1,-
Adam Charalambides,Vancouver Warriors,F,17,21,38,59,24,7,15,0,85,49,6,1,120,1/1,100%
Adam Jay,Toronto Rock,D,18,2,1,3,14,0,0,0,53,1,15,9,12,0/1,-
Adam Wiedemann,Georgia Swarm,D,18,8,15,23,7,0,0,1,104,9,18,19,18,0/0,-
Aden Walsh,Vancouver Warriors,G,16,0,0,0,0,0,0,0,8,5,0,0,1,0/0,-
Aidan Solomon,Vancouver Warriors,D,6,0,1,1,0,0,0,0,14,1,4,0,0,0/0,-
Alex Buque,Saskatchewan Rush,G,16,0,3,3,2,0,0,0,5,5,1,0,0,0/0,-
Alex Crepinsek,Philadelphia Wings,D,16,1,3,4,2,0,0,0,63,9,9,6,4,0/1,-
Alex Pace,Philadelphia Wings,D,18,0,3,3,14,0,0,0,81,14,10,12,5,0/0,-
Andrew Borgatti,New York Riptide,D,13,1,7,8,11,0,0,0,27,7,6,6,2,0/0,-
Andrew Kew,Georgia Swarm,F,16,43,63,106,2,13,16,1,91,55,2,0,171,0/0,-
Angus Goodleaf,Philadelphia Wings,G,18,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Anthony Joaquim,Colorado Mammoth,D,18,2,2,4,20,0,0,0,36,7,4,7,3,0/0,-
Anthony Kalinich,Vancouver Warriors,D,14,0,0,0,12,0,0,0,30,8,4,2,2,0/0,-
Austin Hasen,Rochester Knighthawks,F,18,4,21,25,2,0,0,0,26,30,0,0,35,0/0,-
Austin Madronic,Saskatchewan Rush,F,17,12,11,23,5,0,0,0,40,23,1,1,57,0/5,-
Austin Murphy,Colorado Mammoth,F,1,0,1,1,4,0,0,0,0,1,0,0,5,0/0,-
Austin Shanks,Halifax Thunderbirds,F,12,15,37,52,4,1,4,0,26,34,0,0,75,0/0,-
Austin Staats,San Diego Seals,F,16,37,38,75,35,9,11,2,83,44,1,0,163,0/0,-
Ben McIntosh,Philadelphia Wings,F,18,39,34,73,6,11,5,1,75,42,2,0,145,0/0,-
Billy Hostrawser,Toronto Rock,D,18,0,2,2,74,0,0,0,70,7,16,2,4,0/0,-
Blake Gibson-McDonald,Philadelphia Wings,T,12,0,1,1,10,0,0,0,18,3,8,4,2,0/0,-
Blaze Riorden,Philadelphia Wings,F,18,34,39,73,9,5,6,2,74,37,1,0,138,1/1,100%
Bobby Kidd III,Saskatchewan Rush,D,17,1,11,12,6,0,0,0,88,11,20,12,9,24/78,31%
Brad Gillies,Rochester Knighthawks,T,17,7,6,13,0,0,0,1,57,6,15,11,19,0/0,-
Brad Kri,Toronto Rock,D,18,3,12,15,26,1,0,0,144,13,35,13,10,0/0,-
Brad McCulley,Buffalo Bandits,F,15,11,20,31,23,4,2,0,26,30,0,0,80,0/0,-
Brandon Clelland,Las Vegas Desert Dogs,T,17,2,0,2,6,0,0,0,33,7,9,5,6,219/403,54%
Brandon Goodwin,Vancouver Warriors,T,16,4,13,17,16,0,0,0,61,17,13,6,16,0/0,-
Brandon Robinson,Halifax Thunderbirds,,10,13,8,21,9,0,1,0,31,16,0,0,46,0/0,-
Brandon Slade,Toronto Rock,D,17,6,9,15,14,0,0,0,60,6,5,3,28,0/0,-
Brayden Hill,Halifax Thunderbirds,D,4,0,0,0,0,0,0,0,9,2,2,0,1,0/0,-
Brendan Bomberry,Georgia Swarm,F,18,25,38,63,26,6,13,0,81,27,3,0,104,0/2,-
Brent Mitchell,Oshawa Fire Wolves,F,13,0,0,0,37,0,0,0,12,2,7,2,2,1/6,17%
Brent Noseworthy,New York Riptide,T,15,1,7,8,42,0,1,0,78,7,4,15,2,0/2,-
Brett Beetow,Halifax Thunderbirds,D,3,0,0,0,0,0,0,0,2,1,0,1,0,0/1,-
Brett Craig,Colorado Mammoth,D,6,0,1,1,11,0,0,0,21,5,4,3,1,0/0,-
Brett Dobson,Georgia Swarm,G,18,0,5,5,2,0,0,0,22,3,2,0,0,0/0,-
Brett Draper,Colorado Mammoth,F,1,0,0,0,0,0,0,0,5,0,0,0,0,0/0,-
Brett Hickey,New York Riptide,F,6,4,10,14,4,2,4,0,16,16,0,0,33,0/0,-
Brett Manney,Oshawa Fire Wolves,D,17,0,3,3,10,0,1,0,36,5,13,1,5,0/0,-
Brett McIntyre,Colorado Mammoth,F,11,9,12,21,0,1,4,0,22,14,0,0,46,0/0,-
Brett Mydske,Vancouver Warriors,D,18,1,9,10,10,0,1,1,110,20,18,21,6,0/0,-
Brock Sorensen,Philadelphia Wings,D,1,0,0,0,0,0,0,0,2,1,0,2,0,0/0,-
Brodie Merrill,San Diego Seals,D,17,2,12,14,56,0,0,0,116,10,18,8,6,0/0,-
Brody Harris,Vancouver Warriors,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Brooker Muir,Panther City Lacrosse Club,D,6,1,0,1,8,0,0,0,23,6,12,0,4,31/82,38%
Bryan Cole,Georgia Swarm,T,18,15,27,42,24,3,9,0,76,24,12,6,55,0/0,-
Bryce Sweeting,Buffalo Bandits,D,15,1,4,5,51,0,0,0,49,7,4,6,4,0/0,-
Callum Crawford,Panther City Lacrosse Club,F,13,25,31,56,6,7,9,1,53,51,5,0,111,0/0,-
Cam Holding,San Diego Seals,D,12,3,6,9,4,0,0,1,65,12,8,9,6,1/1,100%
Cam MacLeod,Panther City Lacrosse Club,G,18,0,1,1,0,0,0,0,10,3,0,0,1,0/0,-
Cam Milligan,Panther City Lacrosse Club,F,2,0,2,2,0,0,1,0,2,2,0,0,7,0/0,-
Cameron Dunkerley,New York Riptide,G,9,0,0,0,0,0,0,0,8,2,1,0,0,0/0,-
Cameron Lumb,San Diego Seals,D,1,0,0,0,2,0,0,0,2,0,0,0,0,2/5,40%
Cameron Wengreniuk,Panther City Lacrosse Club,F,6,4,2,6,0,1,1,0,14,9,0,0,20,0/0,-
Carter McKenzie,Buffalo Bandits,T,12,1,3,4,14,0,0,0,27,2,7,3,3,0/0,-
Casey Jackson,San Diego Seals,F,4,7,5,12,0,3,2,0,14,6,1,0,14,0/0,-
Chad Cummings,New York Riptide,D,20,0,5,5,10,0,0,0,75,4,17,8,2,0/0,-
Chad Tutton,Philadelphia Wings,D,18,5,13,18,25,0,0,0,124,23,29,12,17,0/1,-
Challen Rogers,Toronto Rock,T,16,20,29,49,10,2,4,3,85,28,13,11,80,0/0,-
Charlie Bertrand,Las Vegas Desert Dogs,F,13,16,22,38,5,1,0,2,41,33,1,0,76,0/0,-
