Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Bold,Vancouver Warriors,G,18,0,0,0,0,0,0,0,8,3,1,0,0,0/0,-
Aaron Woods,Halifax Thunderbirds,F,11,14,18,32,2,0,0,2,38,22,0,0,43,0/0,-
Adam Bland,Calgary Roughnecks,G,4,0,0,0,0,0,0,0,1,0,0,0,1,0/0,-
Adam Bomberry,Buffalo Bandits,D,5,2,0,2,8,0,0,0,22,0,1,6,3,0/0,-
Adam Charalambides,Vancouver Warriors,F,18,37,61,98,4,7,16,1,84,71,1,3,149,0/0,-
Adam Jay,Saskatchewan Rush,D,18,0,7,7,14,0,0,0,67,8,21,9,2,0/1,-
Adam Wiedemann,Georgia Swarm,D,18,2,7,9,8,0,0,0,107,9,20,23,16,0/0,-
Aden Walsh,Vancouver Warriors,G,18,0,4,4,2,0,0,0,3,3,1,1,0,0/0,-
Adrian Sorichetti,Las Vegas Desert Dogs,D,18,1,4,5,29,0,0,0,38,7,4,11,8,0/0,-
Alex Pace,Philadelphia Wings,D,18,2,3,5,11,0,0,0,92,9,17,12,2,0/1,-
Alex Simmons,Oshawa Fire Wolves,F,18,38,58,96,4,5,15,1,85,50,4,0,233,0/0,-
Andrew Borgatti,New York Riptide,D,18,1,5,6,2,0,1,0,33,4,6,5,2,0/1,-
Andrew Kew,Georgia Swarm,F,17,36,51,87,0,8,12,2,92,37,0,0,152,0/0,-
Andrew Kidd,Oshawa Fire Wolves,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Angus Goodleaf,Georgia Swarm,G,16,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Anthony Joaquim,Oshawa Fire Wolves,D,17,1,1,2,9,0,0,0,35,6,8,8,1,0/0,-
Anthony Kalinich,Vancouver Warriors,D,4,0,0,0,4,0,0,0,7,2,2,2,0,0/0,-
Austin Hasen,Rochester Knighthawks,F,9,6,11,17,8,1,1,0,10,13,0,0,30,0/0,-
Austin Madronic,New York Riptide,F,11,3,12,15,0,0,2,0,25,19,1,1,35,0/0,-
Austin Shanks,Halifax Thunderbirds,F,17,23,62,85,10,5,10,0,58,51,1,1,158,0/0,-
Austin Staats,San Diego Seals,F,18,50,52,102,38,12,20,2,84,51,2,0,229,0/0,-
Ben MacDonnell,Rochester Knighthawks,F,4,1,0,1,0,0,0,0,15,1,3,0,1,0/1,-
Ben McDonald,Colorado Mammoth,F,5,1,2,3,0,0,1,0,11,11,0,0,16,0/0,-
Ben McIntosh,Philadelphia Wings,F,18,30,39,69,2,8,4,1,54,36,1,0,144,0/0,-
Ben Stewart,San Diego Seals,F,1,0,0,0,0,0,0,0,0,0,0,1,0,0/0,-
Bennett Smith,Calgary Roughnecks,D,9,0,1,1,6,0,0,0,40,6,11,4,4,0/0,-
Billy Hostrawser,Toronto Rock,D,17,0,5,5,15,0,0,0,76,6,25,7,7,16/51,31%
Blake Gibson-McDonald,Las Vegas Desert Dogs,T,9,0,1,1,2,0,0,0,18,1,4,3,2,0/0,-
Blaze Riorden,Philadelphia Wings,F,16,17,25,42,2,3,9,2,27,27,0,0,71,0/0,-
Bobby Kidd III,Saskatchewan Rush,D,18,1,4,5,20,0,0,0,82,8,16,12,4,29/143,20%
Brad Gillies,Rochester Knighthawks,T,18,1,3,4,4,0,0,0,37,4,10,11,9,0/0,-
Brad Kri,Toronto Rock,D,18,2,8,10,25,0,0,0,132,10,36,17,8,0/2,-
Brad McCulley,Vancouver Warriors,F,16,8,14,22,24,0,0,1,28,23,1,0,45,0/0,-
Brady Kearnan,Georgia Swarm,F,6,3,5,8,0,0,0,0,18,8,1,1,23,0/0,-
Brandon Goodwin,Panther City Lacrosse Club,T,17,9,7,16,16,0,0,0,51,8,10,4,17,21/80,26%
Brandon Robinson,Buffalo Bandits,F,13,9,8,17,35,0,0,0,39,11,4,3,31,0/0,-
Brandon Slade,Toronto Rock,D,9,2,3,5,2,0,0,0,22,5,2,3,13,0/0,-
Brayden Laity,Vancouver Warriors,D,18,1,5,6,4,0,0,0,101,6,15,16,9,0/0,-
Brendan Bomberry,Georgia Swarm,F,18,17,33,50,19,5,11,0,53,36,2,2,75,0/0,-
