Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Charalambides,Vancouver Warriors,F,16,24,36,60,8,3,4,0,68,50,3,1,86,0/0,-
Adam Jay,Saskatchewan Rush,D,10,0,5,5,6,0,0,0,31,7,9,2,1,0/0,-
Adam Poitras,Las Vegas Desert Dogs,F,15,27,21,48,4,0,4,2,96,24,4,1,88,0/0,-
Adam Thistlethwaite,Rochester Knighthawks,D,6,0,2,2,4,0,0,0,16,0,1,0,0,0/0,-
Adam Wiedemann,Georgia Swarm,D,12,2,7,9,2,0,0,0,61,7,10,5,9,0/0,-
Aden Walsh,Calgary Roughnecks,G,16,0,5,5,2,0,1,0,13,6,7,0,0,0/0,-
Alex Buque,Las Vegas Desert Dogs,G,14,0,1,1,2,0,0,0,1,6,0,0,0,0/0,-
Alex Kew,Halifax Thunderbirds,F,2,0,0,0,0,0,0,0,9,1,0,0,0,0/0,-
Alex Pace,Philadelphia Wings,D,16,2,5,7,10,0,0,0,119,12,9,12,7,0/0,-
Alex Simmons,Oshawa Fire Wolves,F,16,38,58,96,16,5,12,2,78,68,2,0,186,0/0,-
Andrew Borgatti,Ottawa Black Bears,D,16,0,1,1,12,0,0,0,32,1,3,3,0,0/0,-
Andrew Kew,Colorado Mammoth,F,12,45,39,84,2,10,9,0,46,30,1,0,126,0/0,-
Andrew Kidd,Oshawa Fire Wolves,G,14,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Ari Steenhuis,San Diego Seals,T,14,2,1,3,9,0,0,0,27,5,3,0,8,0/0,-
Ari Stevens,Colorado Mammoth,D,15,3,4,7,32,0,0,0,37,11,5,10,7,0/0,-
Austin Blumbergs,Halifax Thunderbirds,F,6,5,3,8,0,0,0,0,21,9,1,1,19,0/0,-
Austin Shanks,Saskatchewan Rush,F,16,26,36,62,4,9,8,0,42,62,0,0,108,0/0,-
Ben Kromer,Philadelphia Wings,D,6,1,0,1,4,0,0,0,28,6,3,3,1,0/0,-
Ben McDonald,Oshawa Fire Wolves,,5,1,4,5,0,0,0,0,12,8,2,0,16,0/0,-
Ben McIntosh,San Diego Seals,F,12,18,21,39,2,6,3,0,39,23,0,2,91,0/0,-
Ben Soenen,Las Vegas Desert Dogs,D,6,0,0,0,12,0,0,0,21,1,4,0,2,0/0,-
Ben Trumble,Georgia Swarm,D,15,3,3,6,10,0,0,0,41,10,9,2,18,49/204,24%
Bennett Smith,Calgary Roughnecks,D,9,1,1,2,13,0,0,0,33,8,5,5,4,0/0,-
Billy Hostrawser,Toronto Rock,D,16,1,0,1,14,0,0,0,64,4,9,11,2,3/15,20%
Blake Gibson-McDonald,Oshawa Fire Wolves,T,9,0,1,1,2,0,0,0,8,1,1,4,0,0/0,-
Blaze Riorden,Rochester Knighthawks,F,15,11,17,28,2,3,4,0,29,19,0,1,60,0/0,-
Bo Columbus,Philadelphia Wings,D,10,0,0,0,8,0,0,0,39,8,4,1,3,106/226,47%
Bobby Kidd III,Saskatchewan Rush,D,15,0,2,2,4,0,0,0,58,8,10,7,2,0/0,-
Brad Gillies,Rochester Knighthawks,T,13,0,0,0,6,0,0,0,17,2,7,12,5,0/0,-
Brad Kri,Toronto Rock,D,16,0,6,6,34,0,0,0,105,10,29,10,3,11/20,55%
Brad McCulley,Rochester Knighthawks,F,3,0,2,2,16,0,0,0,5,3,0,0,8,0/0,-
Braedon Saris,Colorado Mammoth,F,15,15,31,46,2,1,13,0,32,13,2,0,103,0/0,-
Brandon Goodwin,Las Vegas Desert Dogs,T,15,4,6,10,2,0,0,0,65,10,12,4,12,0/0,-
Brayden Laity,Calgary Roughnecks,D,16,1,4,5,8,0,0,0,98,7,15,12,4,0/0,-
Brayden Mayea,Calgary Roughnecks,F,16,25,35,60,8,7,6,2,77,38,6,0,144,0/0,-
Brendan Bomberry,Halifax Thunderbirds,F,16,7,20,27,18,1,5,1,32,17,2,1,62,0/0,-
Brennan O'Neill,Philadelphia Wings,F,16,31,34,65,0,7,10,0,45,44,2,0,139,0/0,-
Brent Noseworthy,Ottawa Black Bears,D,16,2,8,10,14,0,0,0,115,9,17,10,4,1/5,20%
Brett Dobson,Georgia Swarm,G,15,0,7,7,5,0,0,0,17,6,4,0,0,0/0,-
Brett McIntyre,Calgary Roughnecks,F,1,1,0,1,0,0,0,0,1,1,0,0,6,0/0,-
Brett Mydske,Vancouver Warriors,D,16,0,3,3,18,0,0,0,19,2,3,8,1,0/0,-
Brian Simmons,Colorado Mammoth,D,4,0,1,1,2,0,0,0,6,0,3,1,0,0/0,-
Brock Haley,Saskatchewan Rush,F,16,14,21,35,0,0,5,0,45,20,3,0,64,0/0,-
Bryan Cole,Georgia Swarm,F,15,12,33,45,19,1,8,0,49,35,6,1,67,0/0,-
Caleb Khan,Las Vegas Desert Dogs,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Callum Jones,Ottawa Black Bears,D,16,3,8,11,14,0,0,0,156,23,30,11,11,0/0,-
Cam Acchione,Oshawa Fire Wolves,,3,0,0,0,0,0,0,0,7,1,0,2,2,0/0,-
Cam MacLeod,Rochester Knighthawks,G,7,0,1,1,0,0,0,0,0,1,0,0,0,0/0,-
Cam Wyers,Buffalo Bandits,D,16,1,4,5,12,0,0,0,56,6,19,15,5,0/0,-
Cameron Dunkerley,San Diego Seals,G,15,0,2,2,2,0,1,0,0,1,0,0,0,0/0,-
Carson Moyer,Oshawa Fire Wolves,F,3,0,2,2,0,0,0,0,1,3,0,0,10,0/0,-
Carter Coffey,Buffalo Bandits,D,3,0,0,0,0,0,0,0,2,0,1,0,0,0/1,-
Carter Cook,Calgary Roughnecks,D,7,1,2,3,4,0,0,0,14,2,0,4,3,1/1,100%
Carter Page,Georgia Swarm,F,2,0,3,3,0,0,0,0,5,5,0,0,4,0/0,-
Chad Tutton,Rochester Knighthawks,D,15,1,3,4,33,0,0,0,87,10,14,9,8,0/0,-
Challen Rogers,Toronto Rock,F,16,25,35,60,4,3,9,1,59,44,1,0,77,0/0,-
Chase Fraser,Las Vegas Desert Dogs,F,6,10,12,22,6,2,1,0,14,15,0,0,38,0/0,-
Chris Boushy,Toronto Rock,F,16,23,17,40,6,0,1,0,42,52,0,0,119,0/0,-
Chris Cloutier,Las Vegas Desert Dogs,F,15,31,38,69,4,6,9,0,62,42,5,0,137,0/0,-
Chris Corbeil,Philadelphia Wings,D,15,1,4,5,12,0,0,0,69,10,10,5,4,0/0,-
Chris Weier,Toronto Rock,D,8,0,7,7,2,0,0,0,27,2,4,8,4,0/0,-
Christian Del Bianco,Vancouver Warriors,G,16,0,16,16,0,0,0,0,20,13,4,0,0,0/0,-
Christian Watts,Oshawa Fire Wolves,,1,1,0,1,2,0,0,0,1,0,0,0,5,0/0,-
Christopher Origlieri,San Diego Seals,G,14,0,4,4,0,0,0,0,4,3,0,0,0,0/0,-
CJ Kirst,Toronto Rock,F,16,33,33,66,2,3,6,1,79,40,17,1,137,0/0,-
Clark Walter,Saskatchewan Rush,F,4,2,6,8,2,0,0,0,12,8,0,0,12,0/0,-
Clarke Petterson,Halifax Thunderbirds,F,16,37,45,82,6,7,14,1,71,71,1,0,153,0/0,-
Clay Scanlan,Buffalo Bandits,F,16,11,11,22,0,1,0,0,56,16,3,0,46,0/0,-
Cody Jamieson,Halifax Thunderbirds,F,16,21,29,50,6,9,7,0,53,34,1,0,88,0/0,-
Colby Bowman,Calgary Roughnecks,G,10,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Cole Begley,Ottawa Black Bears,D,1,0,0,0,0,0,0,0,2,0,0,0,0,0/1,-
Colton Armstrong,Halifax Thunderbirds,T,16,3,5,8,24,0,0,0,41,4,18,0,7,0/0,-
