Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Bold,Vancouver Warriors,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Aaron Forster,Toronto Rock,,1,0,0,0,0,0,0,0,2,2,0,0,0,0/0,-
Adam Bomberry,New England Black Wolves,,7,3,5,8,10,0,0,0,48,6,10,0,0,0/3,-
Adam Jay,Toronto Rock,,10,2,2,4,2,0,0,0,39,3,9,0,0,1/2,50%
Adam Jones,Toronto Rock,,1,1,0,1,2,0,0,0,4,2,0,0,0,0/0,-
Adam Shute,Saskatchewan Rush,G,10,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Adam Wiedemann,Georgia Swarm,,11,4,2,6,2,0,0,0,58,8,7,0,0,0/0,-
Alec Tulett,Toronto Rock,,7,0,3,3,2,0,0,0,12,2,4,0,0,0/0,-
Alex Buque,New York Riptide,G,13,0,2,2,0,0,0,0,1,3,0,0,0,0/0,-
Alex Crepinsek,Georgia Swarm,,11,1,0,1,2,0,0,0,56,2,13,0,0,0/0,-
Alex Pace,Philadelphia Wings,,13,1,3,4,8,0,0,0,36,1,4,0,0,0/0,-
Alex Woodall,New York Riptide,,12,0,2,2,0,0,0,0,84,7,3,0,0,176/320,55%
Andrew Kew,New England Black Wolves,,10,15,27,42,0,0,0,0,57,24,0,0,0,0/0,-
Andrew Suitor,New York Riptide,,12,1,6,7,18,0,0,0,114,8,17,0,0,2/7,29%
Anthony Joaquim,Philadelphia Wings,,14,1,5,6,8,0,0,0,69,6,10,0,0,0/0,-
Anthony Kalinich,Calgary Roughnecks,,3,0,0,0,7,0,0,0,9,1,0,0,0,0/0,-
Anthony Patterson,New York Riptide,,2,0,0,0,2,0,0,0,4,1,2,0,0,0/0,-
Austin Murphy,Saskatchewan Rush,,3,2,2,4,7,0,0,0,5,6,0,0,0,0/0,-
Austin Shanks,Halifax Thunderbirds,,9,16,16,32,4,0,0,0,45,28,0,0,0,0/0,-
Austin Staats,San Diego Seals,,5,10,16,26,5,0,0,0,22,12,0,0,0,0/0,-
Ben McIntosh,Saskatchewan Rush,,10,20,15,35,6,0,0,0,49,25,2,0,0,0/0,-
Billy Hostrawser,Toronto Rock,,11,0,3,3,16,0,0,0,91,8,14,0,0,8/32,25%
Blaze Riorden,Philadelphia Wings,,14,14,28,42,6,0,0,0,41,29,3,0,0,0/0,-
Bob Snider,Vancouver Warriors,,10,0,1,1,2,0,0,0,42,3,3,0,0,103/217,47%
Brad Gillies,Halifax Thunderbirds,,11,2,3,5,4,0,0,0,34,0,7,0,0,0/0,-
Brad Kri,Toronto Rock,,11,0,10,10,16,0,0,0,90,6,25,0,0,65/131,50%
Brandon Clelland,San Diego Seals,,11,1,2,3,0,0,0,0,42,4,4,0,0,134/261,51%
Brandon Goodwin,Vancouver Warriors,,11,0,6,6,2,0,0,0,34,7,2,0,0,0/0,-
Brandon Miller,Philadelphia Wings,G,14,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Brandon Robinson,Halifax Thunderbirds,,4,1,2,3,5,0,0,0,15,2,2,0,0,0/0,-
Brandon Slade,Toronto Rock,,5,1,3,4,0,0,0,0,21,2,1,0,0,0/0,-
Brendan Bomberry,Georgia Swarm,,12,1,8,9,8,0,0,0,44,4,3,0,0,0/0,-
Brent Noseworthy,Buffalo Bandits,,7,1,2,3,21,0,0,0,14,0,3,0,0,2/15,13%
Brett Craig,Colorado Mammoth,,8,2,2,4,10,0,0,0,49,4,4,0,0,0/0,-
Brett Hickey,Philadelphia Wings,,13,29,17,46,12,0,0,0,46,24,2,0,0,0/0,-
Brett Manney,New England Black Wolves,,11,0,4,4,2,0,0,0,34,3,7,0,0,0/0,-
Brier Jonathan,New York Riptide,,2,0,1,1,0,0,0,0,3,0,1,0,0,0/0,-
Brodie Merrill,San Diego Seals,,12,2,10,12,19,0,0,0,93,7,8,0,0,0/0,-
Brooker Muir,New York Riptide,,2,0,0,0,2,0,0,0,7,1,0,0,0,0/0,-
Bryan Cole,Georgia Swarm,,8,8,8,16,4,0,0,0,26,9,1,0,0,0/0,-
Bryce Sweeting,Buffalo Bandits,,11,0,1,1,16,0,0,0,28,8,4,0,0,1/13,8%
Callum Crawford,New England Black Wolves,,11,33,43,76,2,0,0,0,52,48,0,0,0,0/0,-
Cam Holding,San Diego Seals,,12,4,4,8,4,0,0,0,99,14,11,0,0,0/0,-
Cam Milligan,Rochester Knighthawks,,1,1,1,2,0,0,0,0,2,1,0,0,0,0/0,-
Casey Jackson,San Diego Seals,,7,19,13,32,4,0,0,0,20,14,0,0,0,0/0,-
Chad Cummings,Calgary Roughnecks,,8,0,1,1,8,0,0,0,33,7,5,0,0,0/1,-
Chad Tutton,Georgia Swarm,,12,0,1,1,18,0,0,0,65,4,17,0,0,0/0,-
Challen Rogers,Toronto Rock,,11,11,14,25,6,0,0,0,55,23,3,0,0,0/1,-
Charles Claxton,San Diego Seals,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Chase Fraser,Buffalo Bandits,,8,16,10,26,21,0,0,0,34,17,1,0,0,1/4,25%
Chet Koneczny,Halifax Thunderbirds,,2,0,0,0,2,0,0,0,7,0,1,0,0,0/0,-
Chris Boushy,Halifax Thunderbirds,,4,1,6,7,2,0,0,0,14,6,0,0,0,0/0,-
Chris Cloutier,Buffalo Bandits,,10,20,21,41,2,0,0,0,50,19,2,0,0,0/0,-
Chris Corbeil,Saskatchewan Rush,,10,5,4,9,6,0,0,0,66,3,8,0,0,0/0,-
Chris O'Dougherty,Vancouver Warriors,,12,1,6,7,25,0,0,0,37,7,6,0,0,0/0,-
Chris Wardle,Colorado Mammoth,,13,18,33,51,4,0,0,0,42,33,6,0,0,0/0,-
Chris Willman,Rochester Knighthawks,,8,0,5,5,5,0,0,0,29,2,5,0,0,44/104,42%
Christian Del Bianco,Calgary Roughnecks,G,10,0,6,6,0,0,0,0,7,4,0,0,0,0/0,-
Clarke Petterson,Halifax Thunderbirds,,11,16,22,38,4,0,0,0,60,18,1,0,0,0/0,-
Cody Jamieson,Halifax Thunderbirds,,12,26,33,59,18,0,0,0,45,26,0,0,0,0/0,-
Cody Radziewicz,New York Riptide,,12,2,4,6,0,0,0,0,49,6,13,0,0,0/0,-
Colton Armstrong,Halifax Thunderbirds,,11,1,6,7,8,0,0,0,43,6,6,0,0,0/0,-
Colton Watkinson,New England Black Wolves,,10,5,4,9,26,0,0,0,46,10,4,0,0,0/0,-
Connor Fields,San Diego Seals,,12,18,26,44,2,0,0,0,73,19,1,0,0,0/0,-
Connor Kearnan,San Diego Seals,,9,7,5,12,4,0,0,0,25,7,0,0,0,0/0,-
Connor Kelly,New York Riptide,,12,15,24,39,8,0,0,0,65,19,0,0,0,0/0,-
Connor Robinson,Saskatchewan Rush,,8,4,3,7,0,0,0,0,25,4,3,0,0,0/0,-
Connor Sellars,Georgia Swarm,,12,0,3,3,2,0,0,0,68,6,4,0,0,31/91,34%
Corey Small,Buffalo Bandits,,11,17,21,38,0,0,0,0,37,20,1,0,0,0/0,-
Cory Becker,Halifax Thunderbirds,,5,1,0,1,4,0,0,0,16,0,4,0,0,0/0,-
Cory Highfield,Rochester Knighthawks,,12,9,4,13,4,0,0,0,41,11,2,0,0,0/0,-
Cory Vitarelli,Philadelphia Wings,,11,13,14,27,2,0,0,0,42,26,1,0,0,0/0,-
Craig Seneca,New York Riptide,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Craig Wende,Rochester Knighthawks,G,9,0,2,2,0,0,0,0,1,4,0,0,0,0/0,-
Creighton Reid,New England Black Wolves,,10,1,3,4,4,0,0,0,32,9,5,0,0,0/0,-
Curtis Dickson,Calgary Roughnecks,,10,21,20,41,4,0,0,0,27,40,4,0,0,0/0,-
Curtis Knight,Rochester Knighthawks,,12,15,31,46,2,0,0,0,52,18,3,0,0,0/0,-
Curtis Manning,Calgary Roughnecks,,9,0,4,4,10,0,0,0,37,4,4,0,0,0/0,-
Dallas Bridle,Rochester Knighthawks,,7,1,12,13,0,0,0,0,23,10,0,0,0,0/0,-
Damon Edwards,Toronto Rock,,11,4,3,7,18,0,0,0,33,2,6,0,0,0/2,-
Dan Coates,Colorado Mammoth,,12,2,3,5,12,0,0,0,34,6,5,0,0,20/53,38%
Dan Craig,Toronto Rock,,10,11,20,31,0,0,0,0,53,21,3,0,0,0/0,-
Dan Dawson,Toronto Rock,,10,17,23,40,7,0,0,0,21,25,1,0,0,0/0,-
Dan Lintner,Rochester Knighthawks,,11,7,14,21,4,0,0,0,36,17,1,0,0,0/0,-
Dan Lomas,New York Riptide,,13,21,21,42,11,0,0,0,46,25,1,0,0,0/0,-
Dan MacRae,New York Riptide,,13,2,4,6,6,0,0,0,64,6,15,0,0,0/0,-
Dan Michel,Rochester Knighthawks,,7,5,6,11,8,0,0,0,16,11,0,0,0,0/0,-
Dan Taylor,Calgary Roughnecks,,10,14,22,36,2,0,0,0,31,25,0,0,0,0/0,-
Dane Dobbie,Calgary Roughnecks,,4,17,6,23,12,0,0,0,16,18,3,0,0,0/0,-
Darryl Robertson,Rochester Knighthawks,,10,0,1,1,6,0,0,0,29,6,8,0,0,0/0,-
Daryl Waud,Philadelphia Wings,,3,0,0,0,0,0,0,0,5,0,0,0,0,0/0,-
Dave Emala,New England Black Wolves,,6,2,2,4,0,0,0,0,15,4,0,0,0,0/0,-
David Brock,Toronto Rock,,11,4,7,11,8,0,0,0,71,3,6,0,0,0/0,-
Dereck Downs,New England Black Wolves,,7,4,11,15,0,0,0,0,16,11,0,0,0,0/0,-
Derek Lloyd,Vancouver Warriors,,9,2,3,5,6,0,0,0,35,2,5,0,0,2/15,13%
Devlin Shanahan,Buffalo Bandits,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Dhane Smith,Buffalo Bandits,,8,15,33,48,4,0,0,0,48,22,2,0,0,0/0,-
Dillon Ward,Colorado Mammoth,G,13,0,7,7,0,0,0,0,4,9,0,0,0,0/0,-
Doug Buchan,Buffalo Bandits,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Doug Jamieson,New England Black Wolves,G,11,0,4,4,0,0,0,0,5,3,4,0,0,0/0,-
Doug Utting,Rochester Knighthawks,,12,1,0,1,9,0,0,0,47,5,7,0,0,0/0,-
